Lon,Lat,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-77.02307742,38.9184,413,Ward 1,"2112 8th St NW, Washington, District of Columbia 20001",Atlantic Plumbing (2112 8th Street NW),Completed 2015 to Date,DHCD,29,38.91852622,-77.02307471,0,0,0,29,0,,284190,397998.89,138947.24,2112 8TH STREET NW,2019-05-20T04:00:25.000Z
-77.02314849,38.93023746,414,Ward 1,"3205 Georgia Avenue NW, Washington, District of Columbia",Georgia Gibson,Completed 2015 to Date,DHCD,5,38.93023,-77.0231462,0,3,0,2,0,,218154,397993.06,140261.3,3205 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.04144233,38.9216082,415,Ward 1,"2360 Champlain St NW, Washington, District of Columbia 20009",Eden (2360 Champlain Street NW),Completed 2015 to Date,DHCD,2,38.92153316,-77.04148266,0,1,0,1,0,,242974,396406.42,139303.94,2360 CHAMPLAIN STREET NW,2019-05-20T04:00:25.000Z
-77.0322341,38.90897916,417,Ward 2,"1400 14th St NW, Washington, District of Columbia 20005",Mai Place,Completed 2015 to Date,DHCD,4,38.90897171,-77.03223181,0,0,0,4,0,,240221,397204.44,137901.69,1400 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.01470964,38.87613455,418,Ward 6,"222 M St SW, Washington, District of Columbia 20024",St. Matthews Redevelopment,Completed 2015 to Date,DHCD OP,23,38.87604341,-77.01472774,0,0,0,23,0,13-Nov,277791,398723.8,134255.29,222 M STREET SW,2019-05-20T04:00:25.000Z
-76.99371811,38.93054316,419,Ward 5,"3300 9th Street Northeast, Washington, District of Columbia 20017",Brookland Station,Completed 2015 to Date,DHCD,1,38.93054362,-76.99365805,0,1,0,0,0,,312213,400544.88,140295,3300 9TH STREET NE,2019-05-20T04:00:25.000Z
-77.02088571,38.93342899,420,Ward 1,"3542 Warder Street Northwest, Washington, District of Columbia 20010",The Warder,Completed 2015 to Date,DHCD,1,38.93342153,-77.02088342,0,1,0,0,0,,228805,398189.34,140615.54,3542 WARDER STREET NW,2019-05-20T04:00:25.000Z
-77.03519082,38.92685399,1574,Ward 1,"1474 Columbia Road Northwest, Washington, District of Columbia 20009",Maycroft Rehab II,Completed 2015 to Date,DHCD,64,38.926847,-77.035189,41,7,16,0,0,,234344,396948.76,139886.04,1474 COLUMBIA ROAD NW,2019-05-20T04:00:25.000Z
-77.00251232,38.87720205,1575,Ward 6,"1100 2nd Place Southeast, Washington, District of Columbia 20003",Harlow Navy Yard (Arthur Capper Square 769N),Pipeline,DHCD,36,,,0,36,0,0,0,,313921,399782.2,134373.69,1100 2ND PLACE SE,2019-05-20T04:00:25.000Z
-76.91194199,38.8938098,1576,Ward 7,"323 62nd Street Northeast, Washington, District of Columbia 20019",Eastbrooke Apartments (Dix Gateway),Pipeline,DHCD,39,,,0,0,39,0,0,,310426,407639.35,136220.96,323 62ND STREET NE,2019-05-20T04:00:25.000Z
-77.00084931,38.92385222,1577,Ward 5,"2612 4th Street Northeast, Washington, District of Columbia 20002",2612 4th St NE,Pipeline,DHCD,1,,,0,0,0,1,0,,319485,399926.55,139552.23,2612 4TH STREET NE,2019-05-20T04:00:25.000Z
-77.02591192,38.93113933,1578,Ward 1,"785 Lamont Street Northwest, Washington, District of Columbia 20010",785 Lamont St NW,Pipeline,DHCD,2,,,0,1,0,1,0,,313481,397753.48,140361.48,785 LAMONT STREET NW,2019-05-20T04:00:25.000Z
-77.02683511,38.95647033,1579,Ward 4,"927 Kennedy St NW, Washington, District of Columbia 20011",927 Kennedy St NW,Under Construction,DHCD,2,,,0,1,0,1,0,,254531,397674.26,143173.47,927 KENNEDY STREET NW,2019-05-20T04:00:25.000Z
-77.00846038,38.94930955,1581,Ward 5,"4811 North Capitol Street NE, Washington, District of Columbia 20011",Tivoli Gardens,Pipeline,DCHA DHCD,90,38.949302,-77.008458,8,29,53,0,0,,288280,399266.82,142378.25,4811 NORTH CAPITOL STREET NE,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1582,,,Kenilworth 166 phase 1,Pipeline,DCHA DHCD,166,,,17,149,0,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1584,Ward 6,"801 N Street Northwest, Washington, District of Columbia 20007",801 N St NW,Under Construction,DHCD,2,,-77.023193,0,1,1,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-77.01182329,38.86450196,1585,Ward 6,"88 v Street Southwest, Washington, District of Columbia 20024",88 V St SW,Under Construction,DHCD,8,,-77.011821,0,0,0,8,0,,314966,398974.09,132963.95,88 V STREET SW,2019-05-20T04:00:25.000Z
-76.96982462,38.87019207,1586,Ward 7,"1614 26th Pl SE, Washington, District of Columbia 20020",26th Place Flats,Under Construction,DHCD,2,38.870184,-76.969822,0,1,0,1,0,,313248,402618.82,133595.96,1614 26TH PLACE SE,2019-05-20T04:00:25.000Z
-76.91894826,38.89444379,1587,Ward 7,"5701 Dix Street Northeast, Washington, District of Columbia 20019",Turner Flats at Beulah Crossing,Under Construction,DHCD,4,38.894436,-76.918946,0,2,0,2,0,,,407031.4847,136290.7748,,2019-05-20T04:00:25.000Z
-77.02676759,38.95762097,1250,Ward 4,"931 Longfellow Street Northwest, Washington, District of Columbia 20011",Brightwood Gardens,Pipeline,DHCD,52,38.957614,-77.026765,8,36,2,6,0,,254436,397680.15,143301.2,931 LONGFELLOW STREET NW,2019-05-20T04:00:25.000Z
-76.93245726,38.88923279,1251,Ward 7,"5 49th Street Southeast, Washington, District of Columbia 20019",Crawford Landing Townhomes,Pipeline,DHCD,28,38.889225,-76.932455,0,0,0,28,0,,,405859.9988,135711.3592,,2019-05-20T04:00:25.000Z
-77.02860316,38.93622785,1252,Ward 4,"1125 Spring Road Northwest, Washington, District of Columbia 20010",1125 Spring Road,Pipeline,DMPED DHCD,149,38.93622,-77.028601,58,66,24,1,0,,283920,397520.31,140926.42,1125 SPRING ROAD NW,2019-05-20T04:00:25.000Z
-76.98620156,38.91356507,1253,Ward 5,"1900 Gallaudet Street Northeast, Washington, District of Columbia 20002",Crummell School,Pipeline,DMPED DHCD,113,38.913558,-76.986199,28,85,0,0,0,,54496,401196.9,138410.36,1900 GALLAUDET STREET NE,2019-05-20T04:00:25.000Z
-77.01708777,38.87839011,1254,Ward 6,"1000 4th Street Southwest, Washington, District of Columbia 20024",Waterfront Station II,Pipeline,DMPED DHCD,133,38.878383,-77.017085,33,100,0,0,0,,307103,398517.49,134505.71,1000 4TH STREET SW,2019-05-20T04:00:25.000Z
-77.00255222,38.8747314,1255,Ward 6,"227 Tingey Street Southeast, Washington, District of Columbia 20376",The Yards Parcel L2 - The Estate,Under Construction,DHCD OP,53,38.874724,-77.00255,0,53,0,0,0,16-16,313295,399778.73,134099.43,227 TINGEY STREET SE,2019-05-20T04:00:25.000Z
-77.02930306,38.95815266,1256,Ward 4,"1214 Madison Street Northwest, Washington, District of Columbia 20011",M2R_MA,Pipeline,DHCD,1,38.958145,-77.029301,0,0,0,1,0,,253105,397460.41,143360.29,1214 MADISON STREET NW,2019-05-20T04:00:25.000Z
-76.97397227,38.89820347,1257,Ward 7,"633 21st Street Northeast, Washington, District of Columbia 20002",The Jacob,Under Construction,DHCD,2,38.898196,-76.97397,0,1,1,0,0,,317222,402258,136705.33,633 21ST STREET NE,2019-05-20T04:00:25.000Z
-77.02391113,38.94213105,1258,Ward 4,"811 Upshur Street Northwest, Washington, District of Columbia 20011",811 Upshur St NW,Completed 2015 to Date,DHCD,1,38.942124,-77.023909,0,0,0,1,0,,252473,397927.28,141581.61,811 UPSHUR STREET NW,2019-05-20T04:00:25.000Z
-77.02312625,38.92638731,1259,Ward 1,"2814 Georgia Avenue Northwest, Washington, District of Columbia 20001",2814 Georgia Ave NW,Under Construction,DHCD,1,38.92638,-77.023124,0,1,0,0,0,,232547,397994.88,139833.9,2814 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-76.9851782,38.90044671,1260,Ward 6,"1402 H Street Northeast, Washington, District of Columbia 20002",Constellation on H,Completed 2015 to Date,DHCD,2,38.900439,-76.985176,0,1,0,1,0,,149983,401285.89,136954.13,1402 H STREET NE,2019-05-20T04:00:25.000Z
-76.9775011,38.92922991,1261,Ward 5,"1904 Irving Street Northeast, Washington, District of Columbia 20018",Amida,Under Construction,DHCD,2,38.929222,-76.977499,0,1,0,1,0,,54388,401951.04,140149.44,1904 IRVING STREET NE,2019-05-20T04:00:25.000Z
-77.07999589,38.95008404,1262,Ward 3,"4611 41st Street Northwest, Washington, District of Columbia 20016",4611 - 4615 41st Street NW,Pipeline,OP,3,,,0,0,3,0,0,18-03,284944,393065.92,142467.23,4611 41ST STREET NW,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1263,Ward 6,,501 I St SW,Pipeline,OP,12,,,0,0,1,11,0,17-21,,0,0,,2019-05-20T04:00:25.000Z
-76.99717031,38.91054454,1265,Ward 3,"500 Penn Street Northeast, Washington, District of Columbia 20002","500 Penn Street NE, mised use development in FAM",Pipeline,OP,36,,,0,0,36,0,0,17-14,15446,400245.62,138074.97,500 PENN STREET NE,2019-05-20T04:00:25.000Z
-76.92643699,38.89816682,1267,Ward 6,"5119 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019","5127 Nannie Helen Burroughs Ave NE, Strand",Pipeline,OP,86,,,0,0,86,0,0,17-10,288510,406381.5,136703.51,5119 NANNIE HELEN BURROUGHS AVENUE NE,2019-05-20T04:00:25.000Z
-77.00158283,38.91196194,1268,Ward 5,"1501 Harry Thomas Way Northeast, Washington, District of Columbia 20002","1501 Harry Thomas Way, Eckington Park",Under Construction,OP,23,,,0,0,23,0,0,17-09,315791,399862.92,138232.31,1501 HARRY THOMAS WAY NE,2019-05-20T04:00:25.000Z
-76.92908946,38.89664667,1269,Ward 7,"601 50th Street Northeast, Washington, District of Columbia 20019",Fitch and 50th Streets NE - residential,Under Construction,OP,100,,,35,0,65,0,0,17-08,289784,406151.54,136534.58,601 50TH STREET NE,2019-05-20T04:00:25.000Z
-77.00144177,38.86964699,1271,Ward 8,,Howard Road / Poplar Point  Stage 1,Pipeline,OP,70,,,0,0,70,0,0,16-29,312964,399875.08,133535.02,,2019-05-20T04:00:25.000Z
-77.08087496,38.9504925,1272,Ward 3,"4620 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",4620 Wisconsin Avenue NW,Pipeline,OP,15,,,0,0,15,0,0,16-26,264432,392989.76,142512.64,4620 WISCONSIN AVENUE NW,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1274,Ward 5,,Brookland Manor,Pipeline,OP,331,,,265,0,0,66,0,14-18A,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1275,Ward 7,"3450 Eads Street Northeast, Washington, District of Columbia 20019",3443 Benning Road / Eads Street NE,Pipeline,OP,70,,,14,0,56,0,0,16-20,,0,0,,2019-05-20T04:00:25.000Z
-76.98938294,38.94358038,1276,Ward 5,"1200 Varnum Street Northeast, Washington, District of Columbia 20017",1200 Varnum Street NE - Josephites / EYA rowhouse,Pipeline,DHCD OP,10,,,0,6,0,4,0,16-17,289610,400920.6,141742.28,1200 VARNUM STREET NE,2019-05-20T04:00:25.000Z
-77.00375045,38.90881059,1277,Ward 5,"100 Florida Avenue Northeast, Washington, District of Columbia 20002",Wash Gateway - Mid Atlantic major modification,Under Construction,OP,30,,,0,0,8,22,0,06-14D,306456,399674.91,137882.49,100 FLORIDA AVENUE NE,2019-05-20T04:00:25.000Z
-77.00871853,38.8698717,1278,Ward 6,"1620 South Capitol Street Southeast, Washington, District of Columbia 20593",Florida Rock PUD - stage 2 residential building,Under Construction,OP,24,,,0,0,6,18,0,04-14D,277754,399243.6,133560,1620 SOUTH CAPITOL STREET SE,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1281,Ward 6,"220 L Street Northeast, Washington, District of Columbia 20002",1609 Congress Street NE,Under Construction,OP,8,,,0,0,5,3,0,16-13,,0,0,,2019-05-20T04:00:25.000Z
-77.00000928,38.90721379,1282,Ward 5,"400 Florida Avenue Northeast, Washington, District of Columbia 20002",400 Florida Avenue NE,Pipeline,OP,14,38.907206,-77.000007,0,0,7,7,0,16-10,,399999.3929,137705.2258,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1283,Ward 6,"1200 3rd Street Northeast, Washington, District of Columbia 20002","1200 3rd Street NE, Central Armature",Pipeline,OP,50,,,0,0,25,25,0,16-09,,0,0,,2019-05-20T04:00:25.000Z
-76.99853447,38.90752308,1284,Ward 5,"500 Morse Street Northeast, Washington, District of Columbia 20002",500 and 530 Morse Street NE,Pipeline,OP,30,,,0,0,15,15,0,16-05,285985,400127.31,137739.56,500 MORSE STREET NE,2019-05-20T04:00:25.000Z
-77.00156497,38.90706212,1290,Ward 6,"301 N Street NE, Washington, District of Columbia 20002",301 - 331 N Street NE,Under Construction,DHCD OP,46,38.907055,-77.001563,0,12,15,19,0,15-28,287372,399864.46,137688.39,301 N STREET NE,2019-05-20T04:00:25.000Z
-76.99081928,38.92665379,1588,Ward 5,"2900 12th Street Northeast, Washington, District of Columbia 20017",Aramko condominium,Under Construction,DHCD,2,38.926646,-76.990817,0,1,0,1,0,,,400796.2714,139863.2683,,2019-05-20T04:00:25.000Z
-77.04048221,38.92060104,1589,Ward 1,"1731 Kalorama Road Northwest, Washington, District of Columbia 20009",1731 Kalorama Rd NW,Under Construction,DHCD,4,38.920593,-77.04048,0,0,0,4,0,,284081,396489.63,139192.1,1731 KALORAMA ROAD NW,2019-05-20T04:00:25.000Z
-77.03135444,38.9127657,1590,Ward 2,"1357 R Street Northwest, Washington, District of Columbia 20001",The Liz,Under Construction,DHCD,12,38.912777,-77.0317,0,1,11,0,0,,318772,397280.88,138322,1357 R STREET NW,2019-05-20T04:00:25.000Z
-76.9929169,38.90044014,1591,Ward 6,"920 H Street Northeast, Washington, District of Columbia 20002",Ashton Park,Under Construction,DHCD,2,38.900433,-76.992915,0,1,1,0,0,,82520,400614.61,136953.32,920 H STREET NE,2019-05-20T04:00:25.000Z
-77.05145659,38.92403304,1592,Ward 3,"2607 Connecticut Avenue Northwest, Washington, District of Columbia 20009",2607 Connecticut Ave NW,Under Construction,DHCD,2,38.924026,-77.051454,0,0,0,2,0,,219104,395538.16,139573.56,2607 CONNECTICUT AVENUE NW,2019-05-20T04:00:25.000Z
-77.0340183,38.92028579,1593,Ward 1,"1460 Belmont St NW, Washington, District of Columbia 20009",1460 Belmont St NW,Under Construction,DHCD,2,38.920278,-77.034016,0,0,0,2,0,,,397050.1595,139156.8758,,2019-05-20T04:00:25.000Z
-77.03945693,38.92080165,1594,Ward 1,"1724 Kalorama Road Northwest, Washington, District of Columbia 20009",1724 Kalorama Rd Apartments,Under Construction,DHCD,5,38.920794,-77.039455,0,0,0,5,0,,277127,396578.55,139214.33,1724 KALORAMA ROAD NW,2019-05-20T04:00:25.000Z
-77.01638233,38.97367379,1595,Ward 4,"218 Vine Street Northwest, Washington, District of Columbia 20012",218 Vine St NW,Pipeline,DHCD,121,38.973666,-77.01638,24,84,13,0,0,,300685,398580.6,145083,218 VINE STREET NW,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1596,,,,Pipeline,DHCD,24,,,0,0,24,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1597,,,Homes Within Reach,Pipeline,DHCD,2,,,0,2,0,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1598,,,Jubilee Kalorama,Pipeline,DHCD,17,,,17,0,0,0,0,,,0,0,,2019-05-20T04:00:25.000Z
-77.00044628,38.90871079,1291,Ward 5,"350 Morse Street Northeast, Washington, District of Columbia 20002","300 - 350 Morse Street NE, Florida Ave Market - stage 1",Under Construction,OP,62,38.908703,-77.000444,0,0,31,31,0,15-27,,399961.4904,137871.4051,,2019-05-20T04:00:25.000Z
-81.52919213,37.57726919,1293,Ward 5,"1275 5th Street Northeast, Washington, District of Columbia 20002",6th Street and Florida Ave NE,Pipeline,OP,145,,,0,0,45,100,0,15-24,,0,0,,2019-05-20T04:00:25.000Z
-77.00236329,38.91198279,1295,Ward 5,"1500 Harry Thomas Way Northeast, Washington, District of Columbia 20002","1500 HARRY THOMAS WAY NE, Washington, DC 20002",Under Construction,OP,56,38.911975,-77.002361,0,0,28,28,0,15-15,,399795.2321,138234.6266,,2019-05-20T04:00:25.000Z
-76.98448228,38.87956878,1298,Ward 6,"1433 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",1401 Pennsylvania Ave SE,Under Construction,OP,13,38.879561,-76.98448,0,0,4,9,0,15-12,,401346.6505,134636.5272,,2019-05-20T04:00:25.000Z
-76.99666226,38.9288027,1299,Ward 5,"3112 7th Street Northeast, Washington, District of Columbia 20017","3112 7th Street, NE",Under Construction,OP,3,,,0,0,2,1,0,15-02,156288,400289.61,140101.78,3112 7TH STREET NE,2019-05-20T04:00:25.000Z
-77.01294931,38.86413439,1379,Ward 6,"2100 2nd Street Southwest, Washington, District of Columbia 20593",2100 2nd Street SW,Under Construction,DHCD OP,7,,,0,4,3,0,0,17-05,277778,398876.36,132923.16,2100 2ND STREET SW,2019-05-20T04:00:25.000Z
-77.01111443,38.90744707,1390,Ward 5,"57 N Street Northwest, Washington, District of Columbia 20001",Chapman Stables,Completed 2015 to Date,DHCD,11,,,0,6,0,5,0,,237047,399036.19,137731.18,57 N STREET NW,2019-05-20T04:00:25.000Z
-77.04836334,38.90669043,1391,Ward 2,"1255 22nd Street Northwest, Washington, District of Columbia 20036",Legacy West End,Completed 2015 to Date,DHCD,15,,,0,0,0,15,0,,242473,395805.37,137648.24,1255 22ND STREET NW,2019-05-20T04:00:25.000Z
-76.98671386,38.87824683,1392,Ward 6,"1345 K Street SE, Washington, District of Columbia 20003",Stone Hill Condominiums,Completed 2015 to Date,DHCD,2,38.878239,-76.986712,0,1,0,1,0,,66556,401153.04,134489.75,1345 K STREET SE,2019-05-20T04:00:25.000Z
-77.03256018,38.96002804,1393,Ward 4,"1350 Nicholson Street Northwest, Washington, District of Columbia 20011",1350 Nicholson Street NW,Under Construction,DHCD,1,38.960021,-77.032558,0,0,0,1,0,,257785,397178.18,143568.57,1350 NICHOLSON STREET NW,2019-05-20T04:00:25.000Z
-77.00935781,38.91005955,1394,Ward 5,"1510 North Capitol Street Northwest, Washington, District of Columbia 20001",1510 North Capital Condos,Under Construction,DHCD,2,38.910052,-77.009356,0,0,0,2,0,,236797,399188.58,138021.17,1510 NORTH CAPITOL STREET NW,2019-05-20T04:00:25.000Z
-77.02692971,38.95644977,1395,Ward 4,"929 Kennedy Street Northwest, Washington, District of Columbia 20011",929 Kennedy St. NW,Under Construction,DHCD,2,38.956442,-77.026927,0,1,1,0,0,,285469,397666.06,143171.19,929 KENNEDY STREET NW,2019-05-20T04:00:25.000Z
-76.98766137,38.88255592,1396,Ward 6,"1309 E Street Southeast, Washington, District of Columbia 20003",Watkins Alley,Under Construction,DHCD OP,5,38.882548,-76.987659,0,4,0,1,0,15-13,317011,401070.76,134968.08,1309 E STREET SE,2019-05-20T04:00:25.000Z
-77.01035506,38.95636125,1397,Ward 4,"5422 1st Place Northwest, Washington, District of Columbia 20011",M2R_1K,Under Construction,DHCD,1,38.956354,-77.010353,0,0,1,0,0,,245902,399102.67,143161.07,5422 1ST PLACE NW,2019-05-20T04:00:25.000Z
-76.98013857,38.92795328,1398,Ward 5,"1715 Hamlin Street NE, Washington, District of Columbia 20018",Hamlin Street Apartments,Completed 2015 to Date,DHCD,2,,,0,1,0,1,0,,57406,401722.38,140007.67,1715 HAMLIN STREET NE,2019-05-20T04:00:25.000Z
-77.02615345,38.94568713,1399,Ward 4,"4523 Georgia Avenue Northwest, Washington, District of Columbia 20011",4523 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.945679,-77.026151,0,0,1,0,0,,313235,397733,141976.42,4523 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.01074781,38.9556901,1400,Ward 4,"37 Missouri Avenue NW, Washington, District of Columbia 20011",Missouri Flats,Completed 2015 to Date,DHCD,1,38.955682,-77.010746,0,1,0,0,0,,245900,399068.62,143086.57,37 MISSOURI AVENUE NW,2019-05-20T04:00:25.000Z
-77.02278512,38.93324792,1401,Ward 1,"625 Park Road Northwest, Washington, District of Columbia 20010",625 Park Rd NW,Under Construction,DHCD,4,38.93324,-77.022783,0,2,0,2,0,,228789,398024.65,140595.48,625 PARK ROAD NW,2019-05-20T04:00:25.000Z
-76.98320669,38.92618291,1402,Ward 5,"1522 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1522 Rhode Island Ave NE,Under Construction,DHCD,3,38.926175,-76.983204,0,1,2,0,0,,286295,401456.38,139811.09,1522 RHODE ISLAND AVENUE NE,2019-05-20T04:00:25.000Z
-76.99063728,38.93038479,1403,Ward 5,"1201 Kearny Street Northeast, Washington, District of Columbia 20017",Mews at Kearny,Under Construction,DHCD,1,38.930377,-76.990635,0,1,0,0,0,,,400812.0104,140277.443,,2019-05-20T04:00:25.000Z
-77.02750391,38.95042446,1404,Ward 4,"4910 Georgia Avenue Northwest, Washington, District of Columbia 20011",4910 Georgia Ave NW,Under Construction,DHCD,3,38.950417,-77.027502,0,0,3,0,0,,252882,397616.09,142502.34,4910 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-77.02688902,38.96631626,1405,Ward 4,"917 Sheridan Street Northwest, Washington, District of Columbia 20011",917 Sheridan,Under Construction,DHCD,2,38.966309,-77.026887,0,0,2,0,0,,254162,397669.91,144266.46,917 SHERIDAN STREET NW,2019-05-20T04:00:25.000Z
-77.02284886,38.95506679,1406,Ward 4,"710 Jefferson Street Northwest, Washington, District of Columbia 20011",710 Jefferson St NW,Under Construction,DHCD,14,,,5,7,0,2,0,,250236,398019.73,143017.57,710 JEFFERSON STREET NW,2019-05-20T04:00:25.000Z
-76.93219026,38.88498079,1407,Ward 7,"4922 Call Place Southeast, Washington, District of Columbia 20019",Amber Overlook,Under Construction,DHCD,32,38.884973,-76.932188,0,6,0,26,0,,,405883.5135,135239.3715,,2019-05-20T04:00:25.000Z
-76.98941385,38.88221594,1408,Ward 6,"1220 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Capitol Courts,Under Construction,DHCD,11,38.882208,-76.989412,0,6,0,5,0,,314729,400918.71,134930.32,1220 PENNSYLVANIA AVENUE SE,2019-05-20T04:00:25.000Z
-77.02267053,38.91743123,1409,Ward 1,"2009 8th Street Northwest, Washington, District of Columbia 20001",2009 8th St NW,Under Construction,DHCD,10,38.917423,-77.022668,0,1,9,0,0,,242769,398034.15,138839.69,2009 8TH STREET NW,2019-05-20T04:00:25.000Z
-77.02072764,38.91336667,1410,Ward 6,"660 Glick Court NW, Washington, District of Columbia 20001",Glick Court,Completed 2015 to Date,DHCD,1,38.913398,-77.02074,0,0,1,0,0,,316497,398202.54,138388.45,660 GLICK COURT NW,2019-05-20T04:00:25.000Z
-76.98111828,38.90320579,1411,Ward 5,"1021 Bladensburg Road Northeast, Washington, District of Columbia 20002",Mercer Lofts,Under Construction,DHCD,3,38.903198,-76.981116,0,1,2,0,0,,,401637.9977,137260.4746,,2019-05-20T04:00:25.000Z
-77.00855067,38.87591419,1412,Ward 6,"1211 Van Street Southeast, Washington, District of Columbia 20003",Avidian,Under Construction,DHCD,15,38.875906,-77.008548,0,0,0,15,0,,318704,399258.23,134230.76,1211 VAN STREET SE,2019-05-20T04:00:25.000Z
-77.02465629,38.9427648,1413,Ward 4,"836 Varnum Street Northwest, Washington, District of Columbia 20011",836 Varnum St NW,Under Construction,DHCD,2,38.942757,-77.024654,0,0,0,2,0,,,397862.6986,141651.9784,,2019-05-20T04:00:25.000Z
-77.02465629,38.9427648,1414,Ward 4,"838 Varnum Street Northwest, Washington, District of Columbia 20011",838 Varnum St NW,Under Construction,DHCD,1,38.942757,-77.024654,0,0,0,1,0,,,397862.6986,141651.9784,,2019-05-20T04:00:25.000Z
-76.98347706,38.88266738,1415,Ward 7,"1501 E Street Southeast, Washington, District of Columbia 20003",Cynthia Towns,Under Construction,DHCD,1,38.88266,-76.983475,0,0,0,1,0,,62597,401433.81,134980.51,1501 E STREET SE,2019-05-20T04:00:25.000Z
-77.03166687,38.91967284,1416,Ward 1,"2213 14th Street Northwest, Washington, District of Columbia 20009",2213 14th ST SW,Under Construction,DHCD,4,38.919665,-77.031665,0,1,3,0,0,,284282,397254.05,139088.76,2213 14TH STREET NW,2019-05-20T04:00:25.000Z
-77.02735777,38.94870544,1417,Ward 4,"4804 Georgia Avenue Northwest, Washington, District of Columbia 20012",4804 Georgia Ave NW,Under Construction,DHCD,3,38.948698,-77.027355,0,1,0,1,1,,252830,397628.7,142311.51,4804 GEORGIA AVENUE NW,2019-05-20T04:00:25.000Z
-76.98549447,38.90983075,1418,Ward 5,"1734 Montello Avenue Northeast, Washington, District of Columbia 20002",1734 Montello Ave NE,Under Construction,DHCD,1,38.909823,-76.985492,0,0,1,0,0,,56694,401258.29,137995.83,1734 MONTELLO AVENUE NE,2019-05-20T04:00:25.000Z
-77.0268123,38.9828168,1419,Ward 4,"7700 Georgia Avenue Northwest, Washington, District of Columbia 20012",7700 Georgia,Under Construction,DHCD,3,38.982809,-77.02681,0,1,0,2,0,,,397677.0967,146098.1767,,2019-05-20T04:00:25.000Z
-77.07192762,38.95922358,1420,Ward 3,"5301 Connecticut Avenue Northwest, Washington, District of Columbia 20015",5301-5303 Connecticut Ave NW,Under Construction,DHCD,2,38.959216,-77.071925,0,0,2,0,0,,264140,393766.1,143481.22,5301 CONNECTICUT AVENUE NW,2019-05-20T04:00:25.000Z
-76.9814798,38.86588335,1422,Ward 8,"1605 Good Hope Road Southeast, Washington, District of Columbia 20020",Nerano 1,Pipeline,DHCD,3,38.865876,-76.981478,0,0,3,0,0,,314544,401607.48,133117.39,1605 GOOD HOPE ROAD SE,2019-05-20T04:00:25.000Z
-76.98124509,38.86584034,1424,Ward 8,"1607 Good Hope Road Southeast, Washington, District of Columbia 20020",Nerano 2,Pipeline,DHCD,3,38.865833,-76.981243,0,0,3,0,0,,314545,401627.85,133112.62,1607 GOOD HOPE ROAD SE,2019-05-20T04:00:25.000Z
-77.00735657,38.83057006,1425,Ward 8,"4016 South Capitol Street Southeast, Washington, District of Columbia 20032",4016-4022 S Capitol Street SE,Pipeline,DHCD,3,38.830563,-77.007354,0,2,0,1,0,,27895,399361.44,129197.23,4016 SOUTH CAPITOL STREET SE,2019-05-20T04:00:25.000Z
-76.95458353,38.88401251,1426,Ward 7,"3600 Ely Place Southeast, Washington, District of Columbia 20019",Anacostia Gardens Apartments,Pipeline,DCHFA DHCD,99,38.884005,-76.954581,0,9,90,0,0,,33069,403940.68,135130.68,3600 ELY PLACE SE,2019-05-20T04:00:25.000Z
-76.99817003,38.83985809,1427,Ward 8,"3300 6th Street Southeast, Washington, District of Columbia 20032",Randle Hill Apts,Pipeline,DHCD,195,38.839851,-76.998168,20,127,28,20,0,,297993,400159.07,130228.24,3300 6TH STREET SE,2019-05-20T04:00:25.000Z
